# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = cont_no_phylo_term_model
# start_datetime = 2026-04-03 18:10:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.95
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = true
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 12
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/Rtmp93m80m/standata-9fc24ce381dc.json
# init = /tmp/Rtmp93m80m/init-9fc27dfa91a7_2.json
# random
#   seed = 42
# output
#   file = /home/pupu/Desktop/Uni/Genomics/Bacterial/Project/Group7/scripts/Phylo/pglmm_output/simple_tree.nwk/base_fit/cont_no_phylo_term-202604032010-2-59d0da.csv
#   diagnostic_file =  (Default)
#   refresh = 200
#   sig_figs = 8 (Default)
#   profile_file = /home/pupu/Desktop/Uni/Genomics/Bacterial/Project/Group7/scripts/Phylo/pglmm_output/simple_tree.nwk/base_fit/cont_no_phylo_term-profile-202604032010-2-4b4c22.csv
#   save_cmdstan_config = true
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=cont_no_phylo_term_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,centered_cov_intercept,sigma_resid,intercept,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,lin_pred.1,lin_pred.2,lin_pred.3,lin_pred.4,lin_pred.5,lin_pred.6,lin_pred.7,lin_pred.8,lin_pred.9,lin_pred.10,lin_pred.11,lin_pred.12,lin_pred.13,lin_pred.14,lin_pred.15,lin_pred.16,lin_pred.17,lin_pred.18,lin_pred.19,lin_pred.20,lin_pred.21,lin_pred.22,lin_pred.23,lin_pred.24,lin_pred.25,lin_pred.26,lin_pred.27,lin_pred.28,lin_pred.29,lin_pred.30
# Adaptation terminated
# Step size = 0.196594
# Diagonal elements of inverse mass matrix:
# 0.0175253, 0.000515471, 4.33202e-05, 0.0252912, 0.0273929, 0.0225506, 0.0143485, 0.0262611, 0.0112828, 0.00178736, 0.0281006
-9.6368365,0.99277632,0.19659429,4,15,0,16.627417,0.38394956,0.011661574,0.0098199724,-0.30613433,-0.22209089,0.44121895,0.34400239,-0.13383098,0.20410469,0.45405587,0.21366461,-0.73181459,0.2312199,0.46400593,-0.27586961,0.21531973,0.60391152,0.31021458,0.20178396,0.56048085,0.61475571,0.48180143,0.60753146,0.20174869,-0.27449095,-0.34973813,0.2434026,0.004909753,0.42847623,0.62435674,0.097298578,0.54328903,0.45028759,0.56898751,0.10119913,-0.025156937,-2.5878768,0.1245453,-0.71842654,-0.39137084,0.60870861,-1.3942722,0.18947348,0.12101918,0.28670555,0.19326657,0.54326135,0.66937409,-0.19643791,0.42359982,0.97031137,0.38589118,0.9607441,1.1964461,0.71351406,0.20176411,0.68651504,0.76216922,0.13375233,1.0021888,0.21938073,0.58606212,0.37391194,0.42886432,-0.21856753,0.75646618,0.45842988,0.78636447,0.14984605,1.3045422,-0.037862199,-0.42932035
-10.436498,0.98825019,0.19659429,4,15,0,13.55227,0.21790776,0.031462944,0.0094705827,-0.015048185,0.14251231,0.30039085,0.15964746,0.071431882,0.19273168,0.54116903,0.20847421,-1.2224849,0.47618646,0.49287712,-0.3261187,-0.040855448,0.64820022,0.35888414,-0.68649971,0.58303198,-0.81883675,0.58022891,0.64670398,0.039106488,0.25962389,0.10315969,-0.36330969,0.15381582,-1.2676011,0.261466,-0.1980626,0.14987879,0.28322276,0.61211529,0.3452468,0.61581168,-0.9711472,0.29168072,0.54095109,-0.91471561,-0.18373193,-0.22990902,0.1225626,0.11649373,0.29113632,0.24487634,0.50834505,0.65880132,0.3407136,0.42427512,0.64280413,0.57731694,0.98586858,1.2302475,0.81602756,0.28217852,0.79663633,0.7925319,0.40816275,0.81646326,0.27134727,0.70829122,0.32168967,0.55662376,0.16249079,0.94628828,0.62472921,0.82376328,0.40308738,1.3686773,0.26904214,-0.27640102
-9.0985603,0.9994556,0.19659429,5,31,0,12.862333,0.34345595,-0.011738761,0.01390585,-0.45505128,-0.15896798,0.25533351,0.13678047,0.12427872,0.2204163,0.53087687,0.18980174,-0.23856406,-1.8000551,0.73311667,-0.058839233,0.043837374,0.53905723,0.51173315,-0.5447338,0.73848225,0.45116506,0.14360231,0.73641047,-0.41164701,0.3849552,0.19912998,-0.092656924,0.3372181,0.33900174,0.63301516,-0.52944973,-0.66411789,0.4872727,0.49193852,0.49311141,0.55088959,-0.0016555766,0.43994882,0.41438217,-1.408625,0.72586925,-1.0027606,0.42803485,0.026463585,0.24033366,0.22441587,0.62117008,0.37096174,0.30457952,0.48228743,0.85503529,0.29221531,0.97848244,1.2884092,0.83942246,0.30207642,0.74535039,0.82904803,0.17057569,1.0889527,0.30276637,0.81838693,0.36430463,0.36554903,0.13413634,0.88240037,0.76839641,0.85227427,0.34616583,1.393715,-0.034964184,-0.35463959
-12.594018,0.99713794,0.19659429,4,31,0,16.838644,-0.030071546,0.025959564,0.010346797,0.054756937,-0.060897935,0.50885023,0.268873,-0.086120074,0.19606873,0.44103693,0.29186007,-1.2342572,0.30054191,0.017312219,-0.66882246,0.31134438,0.099655297,0.31009574,0.24022683,0.25176223,-1.7882989,0.048398531,-0.65757418,0.18630304,-0.56888971,-0.5675437,0.3107994,0.30743775,-0.56935893,0.24810203,0.16629838,0.25014433,0.29688432,0.015162256,0.31253966,0.11437269,-0.59627387,0.31253166,0.30051005,0.31199675,-0.027940002,-0.16481458,0.045215452,0.22426937,0.40888851,-0.014285625,0.69044265,0.47958427,-0.11099546,0.60175838,0.40174507,0.28786621,0.59346156,0.85334838,0.61248896,0.11278495,0.48276852,0.97051052,0.38761417,0.89522244,0.15784417,0.60310383,0.44835157,0.27491551,-0.00066749648,0.81625811,0.60651544,1.0013446,0.45472456,0.99035957,0.24084461,-0.28517487
-14.741449,0.96245281,0.19659429,4,15,0,18.286879,0.26841517,0.043262105,-0.0022569066,-0.069063176,0.063785816,0.25412285,0.4343397,0.028904587,0.28980532,0.5151967,0.20397709,-0.90545387,0.59449114,0.18700115,0.20765406,0.50948624,0.55744299,-0.47041463,0.56194284,0.39962288,0.27824037,0.56213399,-0.82348663,-0.69586178,-0.54070824,0.43508895,-1.9663221,-0.31998137,-0.23245155,0.65364941,0.25502698,0.59368425,0.55216234,0.55093576,0.52138954,0.63525824,-3.2728294,-0.23635039,-1.6558828,-1.1576147,0.6617131,-0.16743712,-0.079691062,0.20064709,0.19631775,0.11586287,0.59712654,0.80816392,0.095179395,0.34977917,0.81926003,0.4049042,1.3526263,1.3372317,0.68248722,0.35994626,0.96844894,0.71286423,0.27415927,0.96221231,0.18600699,0.58011123,0.40063711,0.59987518,0.11150646,1.0543903,0.42714469,0.72524968,0.059986669,1.3900631,0.027511874,-0.26410838
-12.411571,1,0.19659429,5,31,0,16.035948,0.24286434,0.031079593,0.013115241,-0.37942457,-0.18445743,0.40834281,0.19392244,0.12230727,0.1048545,0.49075885,0.24001895,-1.24456,-0.47187793,0.50110236,0.14590253,0.43209738,0.45457901,0.4755494,-0.075133654,0.48664051,0.44354456,0.49642689,0.43379872,0.027328386,-0.081512405,-0.43225848,0.2863226,0.048484117,0.251888,0.38986295,-1.3924789,-0.21658999,-0.77773936,0.18973899,0.45354824,0.43535039,-1.2875336,0.18897967,0.42878869,-0.92213386,0.36714556,-1.8764626,0.33602255,-0.028392357,0.20428315,0.09357753,0.42147318,0.56123963,0.25922769,0.45027683,0.91375714,0.46332816,0.90747579,1.2353583,0.73935859,0.17084005,0.659852,0.76987833,0.1718143,1.1167173,0.4679542,0.78895906,0.11509487,0.30847755,-0.079279409,0.90844702,0.54514889,0.80824928,0.40440724,1.4059419,0.12743777,-0.5241611
